,Alpha,Beta,AllBCV,MeanBCV,MinBCV,MaxBCV,WBCV,CohBCV,EqualParameters_AllBCV,EqualParameters_MeanBCV,EqualParameters_MinBCV,EqualParameters_MaxBCV,EqualParameters_CohBCV,MincF
201,0.2,0.15,1.2603074151738285,0.1801011260773809,0.3394476105207542,5.164147875000713,1.2820088960013225,-0.2143621836157349,0.021701480827494013,1.1019077699239417,0.9425612854805683,-3.8821389789993903,1.4963710796170573,-3.8821389789993903
202,0.2,0.2,1.212728339814951,0.1132403500761857,0.3394476105207542,5.1478825528717564,1.269325545323864,-0.2182130012856494,0.05659720550891301,1.1560851952476785,0.9298779348031099,-3.8785570075478923,1.4875385466095135,-3.8785570075478923
203,0.2,0.25,1.1909668683328072,0.1103198086394128,0.3394476105207542,5.075254082796032,1.2460394647783275,-0.2156457895057978,0.055072596445520317,1.1357196561389147,0.9065918542575733,-3.829214618017705,1.4616852542841252,-3.829214618017705
205,0.2,0.3,1.2668223334308542,0.13257643130583,0.3394476105207542,5.477739165668928,1.321963460708298,-0.2413179073042735,0.0551411272774438,1.189387029402468,0.9825158501875437,-4.1557757049606305,1.5632813680125714,-4.1557757049606305
208,0.2,0.35,1.173711246073366,0.1283013014277199,0.3394476105207542,5.285941734363117,1.2096687003303317,-0.200242518826562,0.035957454256965615,1.0813673989026118,0.8702210898095775,-4.076273034032786,1.4099112191568937,-4.076273034032786
207,0.2,0.3999999999999999,1.34303045873694,0.2447302574392297,0.4172072632184326,7.266026404259247,1.3394165713101804,-0.0975540476324367,-0.003613887426759499,1.0946863138709508,0.9222093080917478,-5.926609832949066,1.4369706189426172,-5.926609832949066
210,0.2,0.4499999999999999,1.1927609546422964,0.1263336278332093,0.3394476105207542,5.075254082796032,1.2373374172430325,-0.2592883897632091,0.04457646260073611,1.1110037894098233,0.8978898067222782,-3.837916665553,1.4966258070062417,-3.837916665553
206,0.2,0.4999999999999999,1.173711246073366,0.1283013014277199,0.3394476105207542,5.285941734363117,1.2096687003303317,-0.192540883487007,0.035957454256965615,1.0813673989026118,0.8702210898095775,-4.076273034032786,1.4022095838173387,-4.076273034032786
214,0.2,0.5499999999999999,1.17642747842301,0.1000973543213359,0.3394476105207542,3.617386316287128,1.2338520588119704,-0.2849605075618664,0.05742458038896037,1.1337547044906344,0.8944044482912161,-2.3835342574751577,1.5188125663738368,-2.3835342574751577
215,0.2,0.6,1.2361345384958773,0.183083548508431,0.3751522784769272,4.836865021145744,1.2447968489933932,-0.110390106531732,0.008662310497515868,1.0617133004849622,0.8696445705164659,-3.5920681721523513,1.3551869555251252,-3.5920681721523513
218,0.2,0.65,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
212,0.2,0.7,1.1797267212996003,0.0851596716394059,0.3394476105207542,4.744819191215218,1.2548001125604276,-0.2849605075619997,0.07507339126082724,1.1696404409210217,0.9153525020396733,-3.49001907865479,1.5397606201224272,-3.49001907865479
213,0.2,0.75,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
216,0.2,0.7999999999999999,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
217,0.2,0.85,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
211,0.2,0.9,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
219,0.2,0.95,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
220,0.2,1.0,1.1994016417831657,0.383331443320751,0.371184699425946,8.101627906477132,1.134130943482802,1.999955756557756e-12,-0.0652706983003637,0.750799500162051,0.762946244056856,-6.96749696299433,1.134130943480802,-6.96749696299433
389,0.25,0.05,1.187761232948493,0.1258828956835111,0.3394476105207541,4.62745593617409,1.2274464676783925,-0.2518434756016001,0.03968523472989949,1.1015635719948813,0.8879988571576384,-3.400009468495697,1.4792899432799926,-3.400009468495697
384,0.25,0.1,1.2119787609249064,0.1349388097830182,0.3394476105207542,4.693017500318156,1.251722518622675,-0.2130785777258609,0.03974375769776861,1.1167837088396568,0.9122749081019208,-3.441294981695481,1.4648010963485358,-3.441294981695481
381,0.25,0.15,1.2178726710322048,0.137753942153183,0.3394476105207542,5.164147875000713,1.259592125504463,-0.2503031485336988,0.04171945447225833,1.12183818335128,0.9201445149837089,-3.9045557494962493,1.509895274038162,-3.9045557494962493
382,0.25,0.2,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.276993067215783,-0.2284818484050189,0.0562222784787938,1.1626195100477208,0.9375454566950288,-4.479577057060188,1.5054749156208018,-4.479577057060188
383,0.25,0.25,1.2007977879673573,0.1370609569489742,0.366226111487884,5.206138134479307,1.2295214613673529,-0.1334950125504006,0.028723673399995597,1.0924605044183786,0.8632953498794689,-3.976616673111954,1.3630164739177535,-3.976616673111954
385,0.25,0.3,1.1544728013993606,0.0938803247854713,0.3394476105207542,5.285941734363117,1.2126425963128584,-0.3080654135804201,0.05816979491349783,1.118762271527387,0.8731949857921042,-4.073299138050259,1.5207080098932786,-4.073299138050259
388,0.25,0.35,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.276993067215783,-0.2182130012856124,0.0562222784787938,1.1626195100477208,0.9375454566950288,-4.479577057060188,1.4952060685013955,-4.479577057060188
387,0.25,0.3999999999999999,1.173711246073366,0.1283013014277199,0.3394476105207542,5.285941734363117,1.2096687003303317,-0.200242518826562,0.035957454256965615,1.0813673989026118,0.8702210898095775,-4.076273034032786,1.4099112191568937,-4.076273034032786
390,0.25,0.4499999999999999,1.1809395041072184,0.0998727326527186,0.3394476105207542,5.285941734363117,1.2355022576828314,-0.2926621429013102,0.05456275357561302,1.1356295250301127,0.8960546471620772,-4.050439476680285,1.5281644005841417,-4.050439476680285
386,0.25,0.4999999999999999,1.1670659276512807,0.1218249681614872,0.3394476105207542,5.285941734363117,1.2107246072923683,-0.1463310714497662,0.043658679641087605,1.0888996391308812,0.8712769967716141,-4.075217127070749,1.3570556787421344,-4.075217127070749
394,0.25,0.5499999999999999,1.1809395041072184,0.0998727326527186,0.3394476105207542,5.285941734363117,1.2355022576828314,-0.2695572368826454,0.05456275357561302,1.1356295250301127,0.8960546471620772,-4.050439476680285,1.5050594945654767,-4.050439476680285
395,0.25,0.6,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
398,0.25,0.65,1.27039596149904,0.2376940571377955,0.3802044796976607,4.503487940080877,1.2449258789623476,1.9999557565577565e-12,-0.025470082536692473,1.0072318218245522,0.8647213992646869,-3.2585620611185293,1.2449258789603477,-3.2585620611185293
392,0.25,0.7,1.1436054713396628,0.0778565514972445,0.3394476105207542,5.285941734363117,1.2149221713736686,-0.2156457895058718,0.07131670003400581,1.1370656198764242,0.8754745608529144,-4.071019562989449,1.4305679608795405,-4.071019562989449
393,0.25,0.75,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
396,0.25,0.7999999999999999,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
397,0.25,0.85,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
391,0.25,0.9,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
399,0.25,0.95,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
400,0.25,1.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
369,0.3,0.05,1.1699360144292577,0.1292390752299487,0.3394476105207541,4.389116680746242,1.2008361619325327,-0.2449120037959829,0.030900147503275077,1.071597086702584,0.8613885514117786,-3.188280518813709,1.4457481657285156,-3.188280518813709
364,0.3,0.1,1.2514293215709504,0.1674191252629714,0.3394476105207541,5.202873665927371,1.2806147958135383,-0.214105462437792,0.029185474242587883,1.113195670550567,0.9411671852927842,-3.922258870113833,1.4947202582513304,-3.922258870113833
361,0.3,0.15,1.3279290896858804,0.24105278518218,0.3394476105207542,7.490782670563867,1.3215118667217611,-0.1296441948806379,-0.006417222964119285,1.0804590815395811,0.9820642562010069,-6.169270803842106,1.451156061602399,-6.169270803842106
362,0.3,0.2,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.276993067215783,-0.2130785777259091,0.0562222784787938,1.1626195100477208,0.9375454566950288,-4.479577057060188,1.490071644941692,-4.479577057060188
363,0.3,0.25,1.1627599868435157,0.0951983296499231,0.3394476105207542,5.075254082796032,1.2206900455453324,-0.2105113659460945,0.05793005870181678,1.1254917158954094,0.8812424350245782,-3.8545640372507,1.4312014114914269,-3.8545640372507
365,0.3,0.3,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.2769930672157823,-0.2284818484050189,0.05622227847879313,1.1626195100477201,0.9375454566950281,-4.4795770570601885,1.5054749156208012,-4.4795770570601885
368,0.3,0.35,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.2769930672157823,-0.2284818484050189,0.05622227847879313,1.1626195100477201,0.9375454566950281,-4.4795770570601885,1.5054749156208012,-4.4795770570601885
367,0.3,0.3999999999999999,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.2769930672157828,-0.2259146366251673,0.056222278478793575,1.1626195100477206,0.9375454566950285,-4.4795770570601885,1.50290770384095,-4.4795770570601885
370,0.3,0.4499999999999999,1.173711246073366,0.1283013014277199,0.3394476105207542,5.285941734363117,1.2096687003303317,-0.192540883487007,0.035957454256965615,1.0813673989026118,0.8702210898095775,-4.076273034032786,1.4022095838173387,-4.076273034032786
366,0.3,0.4999999999999999,1.1544728013993606,0.0938803247854713,0.3394476105207542,5.285941734363117,1.2126425963128584,-0.2695572368826454,0.05816979491349783,1.118762271527387,0.8731949857921042,-4.073299138050259,1.4821998331955037,-4.073299138050259
374,0.3,0.5499999999999999,1.174572836072541,0.1079886192210559,0.3394476105207542,5.285941734363117,1.2284778550986766,-0.3003637782408652,0.05390501902613565,1.1204892358776206,0.8890302445779223,-4.057463879264441,1.5288416333395418,-4.057463879264441
375,0.3,0.6,1.3405291608842325,0.353952633051422,0.3802044796976607,4.503487940080877,1.2947831795966576,1.999955756557756e-12,-0.0457459812875749,0.9408305465452356,0.9145786998989969,-3.2087047604842196,1.2947831795946576,-3.2087047604842196
378,0.3,0.65,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
372,0.3,0.7,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
373,0.3,0.75,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
376,0.3,0.7999999999999999,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
377,0.3,0.85,1.158016515000544,0.049255156046479,0.3394476105207542,4.744819191215218,1.2536601817667037,-0.1925408834874958,0.09564366676615976,1.2044050257202248,0.9142125712459495,-3.4911590094485137,1.4462010652541994,-3.4911590094485137
371,0.3,0.9,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
379,0.3,0.95,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
380,0.3,1.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0,99.0,99.0,99.0,99.0,1.1846642705744568,0.0
229,0.35,0.05,1.2252794255755628,0.134854091110119,0.3394476105207542,4.980064262147877,1.2666667982006143,-0.2554375720933909,0.041387372625051544,1.1318127070904953,0.9272191876798601,-3.713397463947263,1.5221043702940054,-3.713397463947263
224,0.35,0.1,1.1905736215614828,0.1532128396871635,0.3608704112944581,4.748650378603413,1.2104646310017368,-0.1617343421287539,0.019891009440254015,1.0572517913145734,0.8495942197072788,-3.538185747601676,1.3721989731304907,-3.538185747601676
221,0.35,0.15,1.254453479822932,0.1608364389302648,0.3640015339035871,5.196857344650953,1.2802563769998918,-0.1432504173138354,0.025802897176959716,1.119419938069627,0.9162548430963047,-3.916600967651061,1.4235067943137272,-3.916600967651061
222,0.35,0.2,1.2434402396124995,0.2212460058588525,0.3556973403635837,5.376958108036703,1.2588154039618376,-0.0716252086559388,0.015375164349338055,1.037569398102985,0.9031180635982539,-4.118142704074866,1.3304406126177764,-4.118142704074866
223,0.35,0.25,1.2375949071855763,0.1549443848193955,0.366226111487884,5.546796155219276,1.2645209990504198,-0.1270769831007677,0.026926091864843515,1.1095766142310244,0.8982948875625358,-4.282275156168856,1.3915979821511875,-4.282275156168856
225,0.35,0.3,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.2769930672157823,-0.2284818484050189,0.05622227847879313,1.1626195100477201,0.9375454566950281,-4.4795770570601885,1.5054749156208012,-4.4795770570601885
228,0.35,0.35,1.212728339814951,0.1132403500761857,0.3394476105207542,5.1478825528717564,1.269325545323864,-0.2105113659460945,0.05659720550891301,1.1560851952476785,0.9298779348031099,-3.8785570075478923,1.4798369112699585,-3.8785570075478923
227,0.35,0.3999999999999999,1.2207707887369892,0.1143735571680621,0.3394476105207542,5.756570124275971,1.2769930672157823,-0.2259146366251674,0.05622227847879313,1.1626195100477201,0.9375454566950281,-4.4795770570601885,1.5029077038409497,-4.4795770570601885
230,0.35,0.4499999999999999,1.201414892121566,0.1548070525250391,0.3751522784769272,5.195080340353354,1.217463329060016,-0.0949868358525851,0.01604843693845015,1.062656276534977,0.8423110505830889,-3.9776170112933382,1.3124501649126012,-3.9776170112933382
226,0.35,0.4999999999999999,1.1544728013993606,0.0938803247854713,0.3394476105207542,5.285941734363117,1.2126425963128586,-0.2926621429013102,0.05816979491349805,1.1187622715273873,0.8731949857921044,-4.073299138050259,1.5053047392141687,-4.073299138050259
234,0.35,0.5499999999999999,1.3405291608842325,0.353952633051422,0.3802044796976607,4.503487940080877,1.2947831795966576,1.999955756557756e-12,-0.0457459812875749,0.9408305465452356,0.9145786998989969,-3.2087047604842196,1.2947831795946576,-3.2087047604842196
235,0.35,0.6,1.2127865085655083,0.1757034902822351,0.3930046124550137,4.587532014906149,1.205884532564394,1.9999557565577565e-12,-0.006901976001114196,1.030181042282159,0.8128799201093804,-3.3816474823417546,1.2058845325623941,-3.3816474823417546
